sent_id	img_id	txt_caption
7156	BEaRJRyW2FEcE8ER	A woman with long wavy hair, a necklace and a black top.
7157	5mgN-iPZdKi6JSMx	An aircraft is flying through a cloud.
7158	TH9K-0BzrFfPWL-p	A woman in a long brown flowered dress with a purple sash.
7159	4ejQP5inSSWr2qNp	A single armoured tank, sitting in a field with rubble strewn around, on a sunny day, banked by trees.
7160	YhwbXqELHtxGW_rP	A group of men and women ready to commentate on an event.
7161	EtChNykmybnuD15G	A shiny grey minivan being showcased inside a carpeted room at an auto show.
7162	Fa4dJyPKbb9PZug2	A small brown and white dog sits on snow in front of a large peaked mountain.
7163	Gmyv40nn7zY-eGAj	A horse with harness and yoke.
7164	rFFQTDUDafjaOC6O	A orange wedding bouquet being held by a bride.
7165	NmoR9OEm_Tdk06rF	Two statues of dogs are outside.
7166	0O-0cAnEBxDjw-uy	A woman in a black dress with white gloves and hat standing in front of an archway.
7167	6bsoYVJO6zB1OXTL	Three people who are dressed in medical uniforms.
7168	9zsx8GnnCi63bVR-	A man wearing a red shirt holding a pencil in one hand and a computer mouse in another sitting in front of a computer screen.
7169	mIrVyilu6YPewOOc	A overhead shot of lots of roads.
7170	J82sWSWHzYMS0OnJ	A red station wagon in front of a white van in a parking lot.
7171	fY3lqBFYQviFdCTr	A group of girls sitting on the steps.
7172	_ds_8tSRmqhmIn_Q	A little girl with curly hair, and wearing a pink dress, stands almost nose to nose next to a fence, with a little boy who is wearing a grey jacket, and also has curly hair.
7173	GLVeyhQyCiFOaQ08	Two men standing next to a green beetle car.
7174	-5hmxemuUqlVnYL3	One man on a rocky outcrop with a backdrop of mountains and a lake.
7175	v0ut4nn4Wms0aZLp	A band of four people playing on stage, and an audience in the fore ground.
7176	kyQ7akkHi_BqUt5K	Three men are running along a dirt track.
7177	RpS598VV6NWYEJHw	An older photograph of people walking in between buildings.
7178	ZV6qgwkh7HsrxhRd	Close up of a new jeep, with the ocean in the background.
7179	zPpCaRaJNoDa6XLC	Man in black shirt laying on ground because he has fallen off his red motorcycle.
7180	ByalXytP8yjuP2Yd	A jet of water from a sprinkler or a fountain in the middle of a pool.
7181	cOMZ9mU7njAspluZ	A man wearing a green sleeping bag.
7182	pAGkbNFpwZXunM9M	A selection of crackers, meat, cheese and jarred preserves sitting on hay.
7183	YRiBdkcpzWeFOoX4	A city with large buildings with lots of lights.
7184	xbBr9qhQ29UY2O1W	A woman in a red costume holding two cardboard cutouts of bottles in her hands with a group of people in the background.
7185	EJmJdOVKL4FFBHac	A picture of a map with some detail coding.
7186	TynBSyyzzf_yzyPL	A picture of a woman dressed in strange clothing.
7187	py_u8BKFZWoJqSH7	A girl in a tribal dress poses in front of a door.
7188	-q-lecPJgKXcZnOI	Three fish bowls with jumping fish.
7189	nzuoEmDrzBbwcszY	A drummer just about ready to start playing.
7190	tRLJCdual3ztiBXz	A motorcycle sitting next to a spiral building.
7191	AFwhRj9D23tmhf7O	Sand and then water in front of a rocky hill.
7192	NGpiEr7d-wzpp9lh	A woman wearing very little is standing between to trunks.
7193	eQ4lbzbmh7k60mlp	An opened pack of butter or margarine, starting to melt and look greasy.
7194	3uzDvGXFTasoWZps	Two different teams playing a game.
7195	iszYQ_IU35ls3qPc	A hot air balloon taking flight with a lady and a ferris wheel attached.
7196	01wCY3OocBQnMcDZ	A group of well dressed men pose in front of a faux cloud background.
7197	3uzDvGXFTasoWZps	Several people competing in a match.
7198	pOoYGf3QlDZyw6EU	Foods and condiments on the table.
7199	Culf61hzldHm2fOf	Two men are admiring a blue car.
7200	xY8T6hnQvEKW515w	A fancily decorated tan and gold lobby.
7201	sP6ccXgyduJPAFXa	A man in a hat standing next to a silver car.
7202	mWOW0A6wy-N5LgGE	Two sports car sit in the driveway.
7203	FT-roo9_YSKSYSg_	Four young men in black clothes are standing in front of a gate.
7204	1KBIujdzOBSyVK34	A sign board beside a road and beautiful hills.
7205	nmZGqo06E2DPtlZp	Two people wearing bulky outdoors clothing, stand next to a rock-face, studying it and conversing with each other.
7206	5cNaW-vSNPulJSco	A brown horse looking over it's shoulder.
7207	-xC8K7buk4MISLuL	A young woman wearing a headscarf and high heels, wearing a patterned purple outfit.
7208	RY8r_ZsLGkKGMB8s	A group of four men with a tank, two standing in front of it, one man standing on it and one man sitting on the tank.
7209	NCascCGdUX5KlQiK	A small fluffy cat sitting next to a plant.
7210	Yg9CJxl9uoDm6nSd	Two woman wearing sunglasses smiling.
7211	6JbqsR-djksUnnKf	Palm trees lining a beach.
7212	1Zg4JBcoTjiWtxIM	A group of people sitting at a table with drinks in front of them.
7213	bsMnpNwdG2RbHg9N	A young man wearing some high tech glasses and an high tech belt on his shoulder.
7214	hqG79o1jWcmCiSfc	Two water wheels turning in a stream.
7215	MzzBmJUigUgy2gLn	A man in a kitchen cooking some meat over what look like hot coals, the hot coals seem to be between a brick wall.
7216	wJT3q2XjECdz9MND	Four musk oxen standing on a grassy plain.
7217	MQAO1Wo4guJCMGuT	A man on a bile rides through the forest.
7218	t0gCjIA0spQzIavz	There are five hens in the garden.
7219	xmBxQ4j7QQPGHJKl	A monkey is eating grass from his right hand while holding some more in his left.
7220	OaNaQytKkdQeBqBA	A group of people on a boat throwing nets in the water.
7221	DdlMWjRSFeusDyoI	A man looks into the camera.
7222	1lySDtK1E6qRzBn8	A herd of elephants approaching the camera, a large elephant in the center and two smaller on each side.
7223	ng6W9NyVI_ddkx3n	A picture of a bunch of people at a meeting.
7224	H9zWAbOnJhCdipsp	Plants in a garden against rocks, with grass in the foreground.
7225	aJ6DpXj1DS0ZqZCX	Some flowers growing out of the ground.
7226	4vRfE2ZRLUo3jJrx	Purple chairs in an empty waiting room by a scenic view.
7227	TrPxxDBB-0F-I-8H	A collection of clothes hang on railings and in boxes.
7228	axvyMj0pyPH_aQkV	Four fish decorations hanging from a wooden frame in a garden.
7229	Y9d3jW3dIxhGGtKI	A young boy in a wrestling costume, is poised and ready to tackle his opponent, who is leaping in the air, whilst spectators look on.
7230	UviD3zP24KMqkcf2	An effeminate human being makes the peace sign while puckering his lips.
7231	7-O0vqwVJpwcykFY	A coiled snake on the ground.
7232	6JbqsR-djksUnnKf	Palms trees on a beach.
7233	zUwNazUuHTWWCeZI	Wooden cubbyholes with a milk-churning bucket, a pint of milk, and some ice cream in tubs.
7234	-MRifiWtntStksAr	A crowd gathered in a large dimly lit room with some large speakers stood at one end.
7235	IhauIpnH3wY8tW-4	A white microscope sitting sideways on a desk.
7236	7Yeixe5RxEd6_Ry2	A blonde woman holding a strand of her hair.
7237	sKStXrSZmOakF-zC	A group of people are running along side a building and fence.
7238	AAg6uAdBfoqtkZ_s	A man rides a bike along a road.
7239	YoBVCA0B-Pi4y7eX	A dog stands in the grass in front of five cows in front of a white and black barn.
7240	bo-PtYeABcu3iloa	Two heavy-metalers make the devil horns symbol and pose hugging.
7241	BIPS4CQm7xn-nGA1	A man in a centurion's costume, raises his sword into the air, whilst riding a white horse, watched by numerous spectators.
7242	IDQhadf1wPFm_Q1A	A young boy is standing by a wall, his arms are widespread around a sign.
7243	qQzg_6aEycLMFwHm	A man cooking kebabs outside with a group of people in the background.
7244	9Bh0GqxF3em-zJpw	A man on a tractor pulling another vehicle on grassy field.
7245	GxLfpV-N5N3CH04R	Two people walking along a white sand beach along the ocean.
7246	mOKBXrG5UVuKjxw6	A large ship on the ocean.
7247	9PvLdpsyBqAZxqxC	A group of men with pots and pans.
7248	EV_MHK7CYPeReDzW	A basketball playing in a white uniform is jumping mid air getting ready to throw a basketball .
7249	Oqx-padtavf7bNax	A man in overalls trimming a plant.
7250	s4pgi0LlDqc1tut5	A view of a large mass of people occupying a large room.
7251	HPJpCXlS5E3fDaK6	A shop counter with bottles of drink on shelves and containers on the worktop, and menus on the wall.
7252	-0-QJyJXLD_48kXv	A man greets a women with a shake hand in an event.
7253	t_MVe4z4rv1zSMJq	A collection of empty cans and bottles lies on the ground.
7254	I-ydMXFv0709QVaC	A blond haired women upside down on a pole in a gym.
7255	K-AoWxnDNnKxkKeX	A gray car on the road with trees behind it.
7256	-JLnQ0sp0NV7ogiL	A man in a yellow jacket and red shirt, holding a box sitting with a woman in a red hat.
7257	XIOIddeNkxZxKtPH	Some people practicing at a gun range.
7258	0ykEsG48iKHR-zpr	A large plane is taking off from the runway.
7259	fbw6no9xOlVRk1h-	Camera showing center of houseplant in dry soil which has someone's finger in it.
7260	bo-PtYeABcu3iloa	Two people giving the peace sign.
7261	pqwraBQBZF-pF2gq	Five young men stand outside and cross their arms.
7262	-gqRDDfPZTGlCfJa	Two black reflective glass tower blocks.
7263	YDs76A9B3HtCPsaA	A large herd of animals graze in a field.
7264	rVjT65ppmEsjfhTC	A woman in a red and black dress standing with a man in glasses wearing a red and black costume.
7265	AKwNtjdA2mYvRf4S	A young man in a black tee taking a mirror selfie.
7266	06xLbl5yhLMEDi6H	People sit among spider sculptures.
7267	2DCX0Z6ZxX_y9ZGb	A seal with its head raised out of the water, resting it against a rock.
7268	FhwdAJ46w3nyp8TX	A blue shop on a street with multiple signs outside of it.
7269	ZUdNiZDwQJPGf_vl	A picture of farmers or dog owners with their dogs.
7270	ILTzU-TDDhbkcwII	Monks and or priests wearing robes outside temple like building.
7271	h8XYmSPX7I1gIZ4U	There is a black man with a cap standing in front of a window.
7272	iAyrDGm4da9P7Ta7	A large white building with a tall steeple surrounded by a black metal fence.
7273	2CpfNB7Rx3A-5z8S	A white truck parked on mud and wet road with red building behind it.
7274	82JYn-3PvzP2qrYn	An empty coach standing at the side of a road, with a blue building in the background and lampposts nearby.
7275	-0-QJyJXLD_48kXv	Two men shake each others hands in a conference room.
7276	KWLc0Ev9FEeo8MZd	A dumptruck with treads instead of wheels and an orange-colored engine cover and cab area.
7277	4iIETCovYGYq55Ko	A gift shop with a blue roof.
7278	wph7GMVVtIUAB6Tg	A man poses with a pony in a yard with green buildings and a green car in the background.
7279	-o3aEcUpE_5NIKNP	A smiling lady with her hair in pigtails wearing traditional clothing.
7280	HuRaEKgTg0GRGLLr	A woman in a ring of sand.
7281	6L8toC95J_X7q_ES	A walkway next to a white fence and a white building.
7282	-Aeuc_-CWKF96z-s	A white bunk bed with floral comforters.
7283	XaVZk4NwovksF8-7	Someone driving a new vehicle by some woods.
7284	ekpmN1iVZDfHw9ge	An American Football player running during a game.
7285	0_QSjCiUSy_Pn1N3	Three people are standing in the street beside a building.
7286	fhNYyQfWgkktaqu4	A female holding two balls with her arms while other females play volleyball in a gym.
7287	CThwnvNd9wMRaYpn	A horse in a field.
7288	-o3aEcUpE_5NIKNP	A woman with braids in a orange costume.
7289	bIA-0cwGZM18I7z5	A group of cricketers sitting down.
7290	-qIw0-8p3LPVt0nM	A man in a black jacket wearing glasses, in front of a computer monitor.
7291	DVQXaztpYvvvNx6m	A wiener dog in a hot dog bun.
7292	DW0MgS4xEdTUPntG	White and yellow flowers in a grassy field.
7293	zL4ygvUwvsWTxnc4	A man in a white shirt, a woman in a white shirt and blue jumper, and two young boys smile for the camera.
7294	XScB12Pgqm0DohZ0	It is a picture of a messy desk.
7295	fz7sbIQjo9egsBxp	A person's chest with arrow pointing to specific parts.
7296	bzhBNDgsCiqvvgHx	Man in grey suite looks pensive while holding his chin.
7297	aihjRAeaeqRJ5iQY	A group of people in a room.
7298	x2Aim3iNc5ZMsyCJ	People in a little shop.
7299	zJqpTzfcv0GA9XQB	Two computer spare parts containing sata hard drives on the top of the big paperboard box.
7300	sHQLsn5eiULBF7lA	Two people singing on a stage.
7301	Wb081TsbNRqLueZW	A long row of blue and grey police cars outside a building.
7302	_zSrdlKjh98zXOYM	A police truck parked on the side of a road.
7303	Vjhglz-zC6xjvJDE	A group of adults sit at desks in a classroom.
7304	CRNIKrMkgI0lXvKp	A statue overlooking a city.
7305	-RdOvyr6i6B4yFlT	A woman is holding a baby.
7306	WB2LrglktXazW5Xh	A boy floats away on balloons.
7307	NIHBcG_oxUimqaU5	A picture of three people in black suits walking at night.
7308	nQatg3neUyF_E-Mk	A row of men with women sniffing their armpits.
7309	HjoC0jgINe8WaizX	An animal with large antlers.
7310	YEGb85ag3g1dCqCc	A woman in a black dress and heels standing on a red carpet.
7311	IQKKBKxF5LpyonW6	An empty lecture hall, a white screen surrounded but five rows of red seats on three side.s.
7312	VkIEa584NLSGTC_k	The inside of a bus has red seats.
7313	N9d_ApVonw1l5Pvj	Two people walking down the street together with a photographer dashing to get a photo.
7314	_3Gg8jdEvXwNwSJb	Man in orange outfit praying to two statues.
7315	JLiQLxBIfZdRLYit	A background behind a house.
7316	BetXL-_TeL926a8t	A woman looking down at a bike on a street with a construction crew further down the road.
7317	IjBZF0UaIYS3SM1f	A deer is lying on the floor surrounded by autumnal leaves.
7318	orKuhLthtTB2h6pC	A soldier holds up a photo of a wanted man, whilst several other soldiers wearing army khakis, solemnly march past him.
7319	umYqM8mgM6hEyudC	Two men in green camouflage in a green vehicle against background of water.
7320	bZqSJjFDQ-jjrUJR	A woman rests on her elbows in front of a window.
7321	sjNHUbFmdPuKjbAH	A muscled man in a black tank top and blue shorts is lifting a barbell up inside of a gym.
7322	WM4xcBvNz9QthhZ-	People explore an ancient structure built in the side of a mountain.
7323	S1GfN8vaqwagaWRP	A man in a check shirt sat in a bar with drinks and people in the background.
7324	0P-_YXqKi9mACyJO	Two women pose for a photo in front of the house.
7325	T_K3n_HdafeAd3ec	Several cars crowd a street in front of a large building.
7326	6-OuX1n6vpFtIynZ	A woman sits cross-legged on top of a speed racing boat.
7327	Icgza2wVldxwaMZW	A motorbike on display against a wall.
7328	VaJAalL5nqQjof3G	The door to a small shed is standing open.
7329	5ylLWmkU1cXFcQ8v	A square hot tub in a clean room.
7330	72Y2Wtkh4QQOJHU-	A grey and white kitten is inside a child's toy bath.
7331	wgtjZ_eJET1toc-2	A woman and children on an old Dairymen's Ice Cream parade float in front of a building.
7332	HlluFIRzxQvSvTrg	A man embraces a woman in a red room.
7333	iszYQ_IU35ls3qPc	A woman in a dress hangs onto a rope ladder hanging from a hot air balloon.
7334	Voa61AiTUXZP4kjE	A view of the backs of three guards in the red uniforms with rifles.
7335	7qz50z6j9k7be2yq	Caricature image of several men drinking, smoking and playing cards.
7336	FjNd1gK4MZdK8Ma-	A view of two people go-karting on a track delineated by tires, dirt and a wire fence.
7337	hqG79o1jWcmCiSfc	A water will rotating around on a river.
7338	Hi7-AnNScWYxKxyd	Basketball players compete in a game.
7339	HvMnijwN7HrFiqOp	There is a lone boat in the middle of the calm waters in the sea.
7340	IqiK-1hHzNbl7lsg	A picture of two chickens that are two different colors.
7341	aHyP9_BOWTlkvn6O	A red convertable with the sun glaring off the front o f it.
7342	FT-roo9_YSKSYSg_	Four men posing in front of a blue wall.
7343	sPTekOHekGzko_H2	A cluster of orange flowers in the open.
7344	McHLjv507kvAKitM	A painting of a dirt road in an Autumn forest.
7345	TqNSLPmXZxNOXO_m	A girl with dark hair wearing blue jeans.
7346	a96hyOxyAtEkWfqN	A young girl crouching down to look at a giant rabbit.
7347	EtChNykmybnuD15G	A silver car in a dealer's showroom.
7348	IsSoyntmda8G042a	A man and a woman smiling beside a big hot dog.
7349	xEKTf3f7mXzsyasl	Two people dressed in white fencing clothing with fencing swords adopting a fencing pose.
7350	euIMCEioaBHo9Q0j	A woman holding a sweatshirt and hat next to a man holding a mug.
7351	lsUqAdyAaRZlaWuR	A group of five people giving he peace sign and drinking out of cans.
7352	N0rLuA36mXmVnn9w	There is a round table with four chairs in a garden.
7353	r3Ffh_G_JmnYtWoV	A motorcycle and sidecar with other motorcycles behind it.
7354	-Aeuc_-CWKF96z-s	A picture of some white bunk beds with a ladder going up to the top.
7355	pi81o9OGY9Wy8Xe3	A small fishing boat moored in a harbour.
7356	Ss4eI4-Mm-6o2p4C	Two men sitting at a table with microphones.
7357	qMMLfZReurjgRRD-	A woman in a green shirt is applying a bandage to a woman who is wearing a black shirt.
7358	NSSF-vNCZPwkLDOL	A female sitting on a chair is typing on an old typing machine.
7359	_wZq5fLqH39xPpCs	Group of people in looking inside a cave.
7360	XK-a4ppP3vZ3iniw	Front of row of touristy building with people walking not in focus.
